Feature,Coefficient,Model
EP_AGE17,163.3465376594339,Linear
MP_AGE17,-132.5645715677473,Linear
EP_DISABL,-224.1255337353062,Linear
MP_DISABL,-394.88222465029986,Linear
EP_SNGPNT,-151.26779317957605,Linear
MP_SNGPNT,-348.5416120550592,Linear
EP_LIMENG,358.8986197827142,Linear
MP_LIMENG,266.63925481338276,Linear
EP_MINRTY,203.4598658916073,Linear
MP_MINRTY,23.26631348763459,Linear
EP_MUNIT,20.76380901850042,Linear
MP_MUNIT,-12.819406476116654,Linear
EP_MOBILE,129.17610000183504,Linear
MP_MOBILE,-239.99689184192098,Linear
EP_CROWD,-5.697326113809378,Linear
MP_CROWD,-165.34752563489548,Linear
EP_NOVEH,-140.89067311756384,Linear
MP_NOVEH,-228.18498190350442,Linear
EP_GROUPQ,-24.85134485382559,Linear
MP_GROUPQ,95.80679952037264,Linear
EPL_POV150,-73.62061786314806,Linear
EPL_UNEMP,-69.00590706437515,Linear
EPL_HBURD,52.56450128277937,Linear
EPL_NOHSDP,-131.8791028753673,Linear
EPL_UNINSUR,-20.753274433954562,Linear
SPL_THEME1,-84.36790116980032,Linear
RPL_THEME1,-53.30534304459938,Linear
EPL_AGE65,-199.28329559565108,Linear
EPL_AGE17,185.01517467274493,Linear
EPL_DISABL,-238.5124763387419,Linear
EPL_SNGPNT,-175.57504464752353,Linear
EPL_LIMENG,386.35539870523786,Linear
SPL_THEME2,-0.8550986716772646,Linear
RPL_THEME2,-25.64489429507055,Linear
EPL_MINRTY,254.1446936477301,Linear
SPL_THEME3,254.1446936477301,Linear
RPL_THEME3,254.1446936477301,Linear
EPL_MUNIT,97.37082464274964,Linear
EPL_MOBILE,115.73073511842588,Linear
EPL_CROWD,80.5620812967171,Linear
EPL_NOVEH,-93.73839547962305,Linear
EPL_GROUPQ,-0.19507232319823659,Linear
SPL_THEME4,84.97415279075949,Linear
RPL_THEME4,90.64324852102789,Linear
SPL_THEMES,15.239299697266018,Linear
RPL_THEMES,37.98080790143752,Linear
F_POV150,0.0,Linear
F_UNEMP,-90.84833917803962,Linear
F_HBURD,-90.84833917803962,Linear
F_NOHSDP,-323.02298642075164,Linear
F_UNINSUR,76.80785369413398,Linear
F_THEME1,-180.94355869582992,Linear
F_AGE65,76.72015796150633,Linear
F_AGE17,0.0,Linear
F_DISABL,0.0,Linear
F_SNGPNT,0.0,Linear
F_LIMENG,0.0,Linear
F_THEME2,76.72015796150633,Linear
F_MINRTY,0.0,Linear
F_THEME3,0.0,Linear
F_MUNIT,-90.84833917803962,Linear
F_MOBILE,0.0,Linear
F_CROWD,-188.87065145818752,Linear
F_NOVEH,0.0,Linear
F_GROUPQ,51.714232800135804,Linear
F_THEME4,-80.23993076625986,Linear
F_TOTAL,-110.0257142663603,Linear
E_DAYPOP,166.56383814435654,Linear
E_NOINT,100.13973055497615,Linear
M_NOINT,138.48389472782603,Linear
E_AFAM,281.23087474652664,Linear
M_AFAM,229.74563323715319,Linear
E_HISP,266.05082601452216,Linear
M_HISP,0.0,Linear
E_ASIAN,354.7161972966167,Linear
M_ASIAN,288.37868177894507,Linear
E_AIAN,40.14647675654355,Linear
M_AIAN,195.5612722480128,Linear
E_NHPI,15.158983352515099,Linear
M_NHPI,-46.353710374720265,Linear
E_TWOMORE,134.1110413287407,Linear
M_TWOMORE,243.96252655930326,Linear
E_OTHERRACE,276.696078529317,Linear
M_OTHERRACE,359.2113194514699,Linear
EP_NOINT,-156.5712248065467,Linear
MP_NOINT,-187.30688758470194,Linear
EP_AFAM,369.9672031918242,Linear
MP_AFAM,-61.556182858894466,Linear
EP_HISP,376.3976645747674,Linear
MP_HISP,0.0,Linear
EP_ASIAN,417.56451629208595,Linear
MP_ASIAN,-23.35812987126145,Linear
EP_AIAN,-113.24494680389898,Linear
MP_AIAN,-159.72142474543938,Linear
EP_NHPI,172.25993601196163,Linear
MP_NHPI,65.47748681205546,Linear
EP_TWOMORE,22.374247626864076,Linear
MP_TWOMORE,-107.7673965020555,Linear
EP_OTHERRACE,157.02234084826955,Linear
MP_OTHERRACE,106.93304422119989,Linear
RUCC_2013,-32.23839674835789,Linear
UIC_2013,-123.65993985656773,Linear
HPSA_PrimaryCare_2023,-266.698647997886,Linear
HPSA_Dental_2023,-266.698647997886,Linear
HPSA_Mental_2023,-209.70319880153068,Linear
MDs_All_2021,11.32233096104064,Linear
MDs_PrimaryCare_perCap_2021,11.44206624515401,Linear
MDs_FamilyMed_2021,-54.08929652782477,Linear
MDs_InternalMed_2021,70.9553658508066,Linear
MDs_Pediatrics_2021,89.48207256035921,Linear
Age_Group_Less_than_1_year,380.51219809529704,Linear
Age_Group_or_more_years,379.20697239828354,Linear
Age_Group_years,425.63040131037945,Linear
Payer_Court/Law_Enforcement,308.6648332337246,Linear
"Payer_Discharged,_transferred_to_acute_facility",554.1374483414088,Linear
"Payer_Discharged,_transferred_to_facility_that_provides_nursing,_custodial,_or_supportive_care",169.74081322496235,Linear
"Payer_Discharged,_transferred_to_long_term_acute_care_facility_(LTAC)",-154.25746560514472,Linear
"Payer_Discharged,_transferred_to_psychiatric_facility",240.14272985659443,Linear
"Payer_Discharged,_transferred_to_rehab_facility",-95.54249249079787,Linear
Payer_Expired,120.20851788825756,Linear
Payer_GA,149.35428534168895,Linear
Payer_Hospice,74.4698146364615,Linear
Payer_Left_against_medical_advice,289.0395520878416,Linear
Payer_Medicaid,389.5602546090293,Linear
Payer_Medicare,447.6158089619281,Linear
Payer_Other,260.89489166599867,Linear
Payer_Other_government,181.3379743559084,Linear
Payer_Other/Unknown,-423.3104410112431,Linear
"Payer_Patient_Disposition_Home,_self,_or_outpatient_care",413.9435754574451,Linear
Payer_Patient_Residence_State_NC,415.675709298502,Linear
Payer_SC,11.01344551190458,Linear
Payer_TN,-107.0067741114513,Linear
Payer_Total_Number_of_Visits,0.0,Linear
Payer_Uninsured,387.0774517467975,Linear
Payer_Unknown,266.698647997886,Linear
Payer_VA,181.0225385250883,Linear
Point_of_Origin_Court/law_enforcement,103.3204767120301,Linear
Point_of_Origin_Information_not_available,51.14396240675804,Linear
Point_of_Origin_Newborn,223.52516369759422,Linear
"Point_of_Origin_Transfer_from_a_SNF,_ICF,_ALF",21.65533191240558,Linear
Point_of_Origin_Transfer_from_a_hospital_or_other_health_care_facility,-101.84227067240487,Linear
Point_of_Origin_s_office,194.8675990271753,Linear
Race_African_American,323.031171433232,Linear
Race_American_Indian,226.06026656968612,Linear
Race_Asian/Pacific_Islander,351.9803007402763,Linear
Race_Caucasian,426.10505675285395,Linear
Race_Ethnicity_Hispanic,257.6501101964502,Linear
Race_Ethnicity_Non_Hispanic,0.0,Linear
Race_Non_Hispanic,330.6981340017219,Linear
Race_Other_Race,327.69077401754595,Linear
Race_Unavailable,281.9794772451365,Linear
Race_Unknown,285.7936306869394,Linear
ACCESS2_age-adjusted_prevalence,-69.70039675561021,Linear
ACCESS2_crude_prevalence,149.50527530473866,Linear
BINGE_age-adjusted_prevalence,-73.92352149868869,Linear
BINGE_crude_prevalence,25.054886149842115,Linear
BPMED_age-adjusted_prevalence,77.04712147974945,Linear
BPMED_crude_prevalence,-67.63699205247626,Linear
CANCER_age-adjusted_prevalence,-416.7609206812032,Linear
CANCER_crude_prevalence,-142.02686129010468,Linear
CASTHMA_age-adjusted_prevalence,22.743801034578556,Linear
CASTHMA_crude_prevalence,86.45534837839956,Linear
CHD_age-adjusted_prevalence,-19.345699860241115,Linear
CHD_crude_prevalence,-43.36913251805147,Linear
CHECKUP_age-adjusted_prevalence,43.11577663948637,Linear
CHECKUP_crude_prevalence,-103.78070978071146,Linear
CHOLSCREEN_age-adjusted_prevalence,-6.751358999582317,Linear
CHOLSCREEN_crude_prevalence,-45.26871138856859,Linear
COGNITION_age-adjusted_prevalence,22.12221488876728,Linear
COGNITION_crude_prevalence,93.65504787549864,Linear
COLON_SCREEN_age-adjusted_prevalence,-279.8497821155163,Linear
COLON_SCREEN_crude_prevalence,-203.61197346334612,Linear
CSMOKING_age-adjusted_prevalence,-30.98416999957385,Linear
CSMOKING_crude_prevalence,16.518139694993494,Linear
DENTAL_age-adjusted_prevalence,-50.81375544659498,Linear
DENTAL_crude_prevalence,-95.09314118383452,Linear
DIABETES_age-adjusted_prevalence,65.84245604561004,Linear
DIABETES_crude_prevalence,8.335549584679882,Linear
DISABILITY_age-adjusted_prevalence,1.6258358140332883,Linear
DISABILITY_crude_prevalence,7.392380891625885,Linear
EMOTIONSPT_age-adjusted_prevalence,-9.130051363719582,Linear
EMOTIONSPT_crude_prevalence,60.671552978719504,Linear
FOODINSECU_age-adjusted_prevalence,-73.36852332833115,Linear
FOODINSECU_crude_prevalence,-24.787599830031134,Linear
FOODSTAMP_age-adjusted_prevalence,-107.88029998673403,Linear
FOODSTAMP_crude_prevalence,-56.04748215064207,Linear
GHLTH_age-adjusted_prevalence,57.76583667125594,Linear
GHLTH_crude_prevalence,78.83840812719261,Linear
HEARING_age-adjusted_prevalence,-54.02007318612672,Linear
HEARING_crude_prevalence,-83.83186764310197,Linear
HOUSINSECU_age-adjusted_prevalence,-76.15786851621196,Linear
HOUSINSECU_crude_prevalence,12.729138779278971,Linear
INDEPLIVE_age-adjusted_prevalence,10.112366408434108,Linear
INDEPLIVE_crude_prevalence,35.51658137656205,Linear
ISOLATION_age-adjusted_prevalence,-42.81009066809217,Linear
ISOLATION_crude_prevalence,66.50849315774529,Linear
LACKTRPT_age-adjusted_prevalence,-94.39501809238313,Linear
LACKTRPT_crude_prevalence,-24.84555712277403,Linear
LPA_age-adjusted_prevalence,44.036061894386286,Linear
LPA_crude_prevalence,44.79053719192376,Linear
MAMMOUSE_age-adjusted_prevalence,47.484459768170346,Linear
MAMMOUSE_crude_prevalence,-47.858812337145345,Linear
MHLTH_age-adjusted_prevalence,17.86987407312518,Linear
MHLTH_crude_prevalence,81.81436920264125,Linear
MOBILITY_age-adjusted_prevalence,51.30044679289883,Linear
MOBILITY_crude_prevalence,18.327238102665078,Linear
OBESITY_age-adjusted_prevalence,-66.96926640840002,Linear
OBESITY_crude_prevalence,-73.94559668601197,Linear
PHLTH_age-adjusted_prevalence,28.971379954621977,Linear
PHLTH_crude_prevalence,44.48106985516659,Linear
SELFCARE_age-adjusted_prevalence,62.87834162183943,Linear
SELFCARE_crude_prevalence,74.96135463928671,Linear
SHUTUTILITY_age-adjusted_prevalence,-127.61477483802537,Linear
SHUTUTILITY_crude_prevalence,-40.22618082074025,Linear
SLEEP_age-adjusted_prevalence,86.88874057507739,Linear
SLEEP_crude_prevalence,93.04021271627313,Linear
STROKE_age-adjusted_prevalence,-16.472688444962575,Linear
STROKE_crude_prevalence,-7.846695352748788,Linear
VISION_age-adjusted_prevalence,62.611575515310854,Linear
VISION_crude_prevalence,86.91906098779158,Linear
AVG_MA_Enrollments_2023_FY,173.4217773645004,Ridge
AVG_MC_Enrollees,141.89809422765512,Ridge
AREA_SQMI,158.1569446391091,Ridge
E_TOTPOP,160.583690967721,Ridge
M_TOTPOP,0.0,Ridge
E_HU,129.84642266846612,Ridge
M_HU,295.20404602025343,Ridge
E_HH,168.74828166915339,Ridge
M_HH,-31.00082193379498,Ridge
E_POV150,128.1967892635408,Ridge
M_POV150,171.85061010594228,Ridge
E_UNEMP,191.20996045205808,Ridge
M_UNEMP,193.3207031380338,Ridge
E_HBURD,114.83374934819336,Ridge
M_HBURD,207.61635606397667,Ridge
E_NOHSDP,132.85993153849464,Ridge
M_NOHSDP,119.2699183039643,Ridge
E_UNINSUR,148.30634231097235,Ridge
M_UNINSUR,190.3209255033363,Ridge
E_AGE65,115.17216474392927,Ridge
M_AGE65,78.62843262859872,Ridge
E_AGE17,205.31053347364028,Ridge
M_AGE17,18.505932195436927,Ridge
E_DISABL,128.67340884380002,Ridge
M_DISABL,-24.768205081225904,Ridge
E_SNGPNT,158.84750575614564,Ridge
M_SNGPNT,183.97251133537566,Ridge
E_LIMENG,200.0227718336438,Ridge
M_LIMENG,166.94431185103088,Ridge
E_MINRTY,278.88615427950117,Ridge
M_MINRTY,254.16762834089633,Ridge
E_MUNIT,31.20885084985367,Ridge
M_MUNIT,112.21201579520937,Ridge
E_MOBILE,207.55750377875995,Ridge
M_MOBILE,102.872389773826,Ridge
E_CROWD,192.89932616576985,Ridge
M_CROWD,238.53513650205684,Ridge
E_NOVEH,104.42270468543671,Ridge
M_NOVEH,119.37090315000852,Ridge
E_GROUPQ,64.88313236916522,Ridge
M_GROUPQ,354.3157695405954,Ridge
EP_POV150,-85.03155149658002,Ridge
MP_POV150,-158.80151771820198,Ridge
EP_UNEMP,-80.58035766905755,Ridge
MP_UNEMP,-168.56320463508834,Ridge
EP_HBURD,42.02411189214137,Ridge
MP_HBURD,-155.78109071785383,Ridge
EP_NOHSDP,-128.34333752122936,Ridge
MP_NOHSDP,-183.93449364085834,Ridge
EP_UNINSUR,-83.50739760001369,Ridge
MP_UNINSUR,-168.21769041861052,Ridge
EP_AGE65,-119.40869477710751,Ridge
MP_AGE65,-16.86523367528801,Ridge
EP_AGE17,163.34698068234638,Ridge
MP_AGE17,-132.5638151739486,Ridge
EP_DISABL,-224.12459168706275,Ridge
MP_DISABL,-394.87764982767715,Ridge
EP_SNGPNT,-151.26262255790812,Ridge
MP_SNGPNT,-348.5388876545546,Ridge
EP_LIMENG,358.89781878899595,Ridge
MP_LIMENG,266.6385583753122,Ridge
EP_MINRTY,203.45834114754598,Ridge
MP_MINRTY,23.264091700104615,Ridge
EP_MUNIT,20.76411826254315,Ridge
MP_MUNIT,-12.820107525319138,Ridge
EP_MOBILE,129.1712771952963,Ridge
MP_MOBILE,-239.99696439850823,Ridge
EP_CROWD,-5.695899704706392,Ridge
MP_CROWD,-165.3475707627895,Ridge
EP_NOVEH,-140.88929516123488,Ridge
MP_NOVEH,-228.1843131515187,Ridge
EP_GROUPQ,-24.853149235201045,Ridge
MP_GROUPQ,95.80492770876025,Ridge
EPL_POV150,-73.62036215599596,Ridge
EPL_UNEMP,-69.00538328894214,Ridge
EPL_HBURD,52.562450538641656,Ridge
EPL_NOHSDP,-131.87595182497014,Ridge
EPL_UNINSUR,-20.751993406130353,Ridge
SPL_THEME1,-84.36666472863524,Ridge
RPL_THEME1,-53.30496998512311,Ridge
EPL_AGE65,-199.28270628846073,Ridge
EPL_AGE17,185.0150343292753,Ridge
EPL_DISABL,-238.51130129645782,Ridge
EPL_SNGPNT,-175.569489724612,Ridge
EPL_LIMENG,386.3543518570592,Ridge
SPL_THEME2,-0.8527848301295364,Ridge
RPL_THEME2,-25.64193176994442,Ridge
EPL_MINRTY,254.14254016185572,Ridge
SPL_THEME3,254.14254016185572,Ridge
RPL_THEME3,254.14254016185572,Ridge
EPL_MUNIT,97.37083527207736,Ridge
EPL_MOBILE,115.72552739760454,Ridge
EPL_CROWD,80.56366890816138,Ridge
EPL_NOVEH,-93.73728737979343,Ridge
EPL_GROUPQ,-0.19736408140637707,Ridge
SPL_THEME4,84.97238556459965,Ridge
RPL_THEME4,90.64140934415757,Ridge
SPL_THEMES,15.239832357052109,Ridge
RPL_THEMES,37.98086750871005,Ridge
F_POV150,0.0,Ridge
F_UNEMP,-90.8482880522177,Ridge
F_HBURD,-90.8482880522177,Ridge
F_NOHSDP,-323.0164742363894,Ridge
F_UNINSUR,76.80714655862316,Ridge
F_THEME1,-180.94064106863516,Ridge
F_AGE65,76.71916803557698,Ridge
F_AGE17,0.0,Ridge
F_DISABL,0.0,Ridge
F_SNGPNT,0.0,Ridge
F_LIMENG,0.0,Ridge
F_THEME2,76.71916803557698,Ridge
F_MINRTY,0.0,Ridge
F_THEME3,0.0,Ridge
F_MUNIT,-90.8482880522177,Ridge
F_MOBILE,0.0,Ridge
F_CROWD,-188.8690508719969,Ridge
F_NOVEH,0.0,Ridge
F_GROUPQ,51.712290838225044,Ridge
F_THEME4,-80.24054937027746,Ridge
F_TOTAL,-110.02481304178585,Ridge
E_DAYPOP,166.56469109596162,Ridge
E_NOINT,100.1410882954361,Ridge
M_NOINT,138.48353902909932,Ridge
E_AFAM,281.23060521022416,Ridge
M_AFAM,229.74449771472047,Ridge
E_HISP,266.05056986319045,Ridge
M_HISP,0.0,Ridge
E_ASIAN,354.71393475749915,Ridge
M_ASIAN,288.3771895135616,Ridge
E_AIAN,40.145709084623306,Ridge
M_AIAN,195.55677280167288,Ridge
E_NHPI,15.156274503848977,Ridge
M_NHPI,-46.356072988055075,Ridge
E_TWOMORE,134.1128433519591,Ridge
M_TWOMORE,243.96166147652195,Ridge
E_OTHERRACE,276.6945939581675,Ridge
M_OTHERRACE,359.2075260518043,Ridge
EP_NOINT,-156.56970851126724,Ridge
MP_NOINT,-187.30755333185934,Ridge
EP_AFAM,369.9645714485778,Ridge
MP_AFAM,-61.55947581904653,Ridge
EP_HISP,376.3950955456207,Ridge
MP_HISP,0.0,Ridge
EP_ASIAN,417.5601921347274,Ridge
MP_ASIAN,-23.357592008533402,Ridge
EP_AIAN,-113.24417057712898,Ridge
MP_AIAN,-159.72070378215685,Ridge
EP_NHPI,172.25248949214887,Ridge
MP_NHPI,65.46965376589884,Ridge
EP_TWOMORE,22.377124927539164,Ridge
MP_TWOMORE,-107.76836679128573,Ridge
EP_OTHERRACE,157.01965353009862,Ridge
MP_OTHERRACE,106.92933230599552,Ridge
RUCC_2013,-32.24127127676428,Ridge
UIC_2013,-123.65848839765238,Ridge
HPSA_PrimaryCare_2023,-266.6979483737822,Ridge
HPSA_Dental_2023,-266.6979483737822,Ridge
HPSA_Mental_2023,-209.7040205754808,Ridge
MDs_All_2021,11.323880550281473,Ridge
MDs_PrimaryCare_perCap_2021,11.444011667373069,Ridge
MDs_FamilyMed_2021,-54.08663814490695,Ridge
MDs_InternalMed_2021,70.95617892070061,Ridge
MDs_Pediatrics_2021,89.48351092699781,Ridge
Age_Group_Less_than_1_year,380.5100698840283,Ridge
Age_Group_or_more_years,379.2044462830037,Ridge
Age_Group_years,425.62740298512864,Ridge
Payer_Court/Law_Enforcement,308.66406257012386,Ridge
"Payer_Discharged,_transferred_to_acute_facility",554.1299681092318,Ridge
"Payer_Discharged,_transferred_to_facility_that_provides_nursing,_custodial,_or_supportive_care",169.73927521099012,Ridge
"Payer_Discharged,_transferred_to_long_term_acute_care_facility_(LTAC)",-154.25673398349903,Ridge
"Payer_Discharged,_transferred_to_psychiatric_facility",240.13802960337847,Ridge
"Payer_Discharged,_transferred_to_rehab_facility",-95.54022856503288,Ridge
Payer_Expired,120.2086525023687,Ridge
Payer_GA,149.3545758908844,Ridge
Payer_Hospice,74.47378695127301,Ridge
Payer_Left_against_medical_advice,289.03441928742905,Ridge
Payer_Medicaid,389.5582000084448,Ridge
Payer_Medicare,447.6123674319937,Ridge
Payer_Other,260.8940288681455,Ridge
Payer_Other_government,181.33810307041665,Ridge
Payer_Other/Unknown,-423.29965816106346,Ridge
"Payer_Patient_Disposition_Home,_self,_or_outpatient_care",413.94089314387224,Ridge
Payer_Patient_Residence_State_NC,415.67279125638095,Ridge
Payer_SC,11.011644998659861,Ridge
Payer_TN,-107.00610817635653,Ridge
Payer_Total_Number_of_Visits,0.0,Ridge
Payer_Uninsured,387.0739041159875,Ridge
Payer_Unknown,266.6979483737822,Ridge
Payer_VA,181.0213422116052,Ridge
Point_of_Origin_Court/law_enforcement,103.32031959846566,Ridge
Point_of_Origin_Information_not_available,51.14445698213163,Ridge
Point_of_Origin_Newborn,223.52526004008647,Ridge
"Point_of_Origin_Transfer_from_a_SNF,_ICF,_ALF",21.654849446804015,Ridge
Point_of_Origin_Transfer_from_a_hospital_or_other_health_care_facility,-101.8397423748677,Ridge
Point_of_Origin_s_office,194.86737162664954,Ridge
Race_African_American,323.0304118114103,Ridge
Race_American_Indian,226.05794261647364,Ridge
Race_Asian/Pacific_Islander,351.97666475307403,Ridge
Race_Caucasian,426.1015081336568,Ridge
Race_Ethnicity_Hispanic,257.64760833594636,Ridge
Race_Ethnicity_Non_Hispanic,0.0,Ridge
Race_Non_Hispanic,330.69516399502197,Ridge
Race_Other_Race,327.68999412972454,Ridge
Race_Unavailable,281.9774211889817,Ridge
Race_Unknown,285.7926764057698,Ridge
ACCESS2_age-adjusted_prevalence,-69.69863738306759,Ridge
ACCESS2_crude_prevalence,149.5058398758771,Ridge
BINGE_age-adjusted_prevalence,-73.92657949888431,Ridge
BINGE_crude_prevalence,25.054829911299436,Ridge
BPMED_age-adjusted_prevalence,77.04365836494202,Ridge
BPMED_crude_prevalence,-67.63767294085282,Ridge
CANCER_age-adjusted_prevalence,-416.7551192609188,Ridge
CANCER_crude_prevalence,-142.0261662617447,Ridge
CASTHMA_age-adjusted_prevalence,22.743130832374618,Ridge
CASTHMA_crude_prevalence,86.45377722006046,Ridge
CHD_age-adjusted_prevalence,-19.345651744085245,Ridge
CHD_crude_prevalence,-43.37001513333092,Ridge
CHECKUP_age-adjusted_prevalence,43.113867296999175,Ridge
CHECKUP_crude_prevalence,-103.78086591823744,Ridge
CHOLSCREEN_age-adjusted_prevalence,-6.750466865011333,Ridge
CHOLSCREEN_crude_prevalence,-45.26789570474202,Ridge
COGNITION_age-adjusted_prevalence,22.122717504004186,Ridge
COGNITION_crude_prevalence,93.65410471094359,Ridge
COLON_SCREEN_age-adjusted_prevalence,-279.8454386701157,Ridge
COLON_SCREEN_crude_prevalence,-203.60997433329152,Ridge
CSMOKING_age-adjusted_prevalence,-30.982946579613213,Ridge
CSMOKING_crude_prevalence,16.518734401683673,Ridge
DENTAL_age-adjusted_prevalence,-50.81419747345964,Ridge
DENTAL_crude_prevalence,-95.09247454186175,Ridge
DIABETES_age-adjusted_prevalence,65.84241297652984,Ridge
DIABETES_crude_prevalence,8.335389368744082,Ridge
DISABILITY_age-adjusted_prevalence,1.6265060825796525,Ridge
DISABILITY_crude_prevalence,7.391790295470059,Ridge
EMOTIONSPT_age-adjusted_prevalence,-9.128105472895378,Ridge
EMOTIONSPT_crude_prevalence,60.67088256085437,Ridge
FOODINSECU_age-adjusted_prevalence,-73.36696939284775,Ridge
FOODINSECU_crude_prevalence,-24.78755085407795,Ridge
FOODSTAMP_age-adjusted_prevalence,-107.87862044644703,Ridge
FOODSTAMP_crude_prevalence,-56.047219791304144,Ridge
GHLTH_age-adjusted_prevalence,57.7650213284075,Ridge
GHLTH_crude_prevalence,78.83649648305479,Ridge
HEARING_age-adjusted_prevalence,-54.02019609563226,Ridge
HEARING_crude_prevalence,-83.83270539487309,Ridge
HOUSINSECU_age-adjusted_prevalence,-76.15481780523115,Ridge
HOUSINSECU_crude_prevalence,12.730180075646274,Ridge
INDEPLIVE_age-adjusted_prevalence,10.111797563887848,Ridge
INDEPLIVE_crude_prevalence,35.514884431448905,Ridge
ISOLATION_age-adjusted_prevalence,-42.80723715356196,Ridge
ISOLATION_crude_prevalence,66.50790874513157,Ridge
LACKTRPT_age-adjusted_prevalence,-94.39277889940948,Ridge
LACKTRPT_crude_prevalence,-24.845198303443823,Ridge
LPA_age-adjusted_prevalence,44.036520449005224,Ridge
LPA_crude_prevalence,44.789898209073556,Ridge
MAMMOUSE_age-adjusted_prevalence,47.48328485281566,Ridge
MAMMOUSE_crude_prevalence,-47.85876645456196,Ridge
MHLTH_age-adjusted_prevalence,17.870432892272873,Ridge
MHLTH_crude_prevalence,81.81404843545351,Ridge
MOBILITY_age-adjusted_prevalence,51.29868600846814,Ridge
MOBILITY_crude_prevalence,18.32529511206438,Ridge
OBESITY_age-adjusted_prevalence,-66.96780583697387,Ridge
OBESITY_crude_prevalence,-73.94320531502206,Ridge
PHLTH_age-adjusted_prevalence,28.970742546478732,Ridge
PHLTH_crude_prevalence,44.479595737390454,Ridge
SELFCARE_age-adjusted_prevalence,62.876927925987445,Ridge
SELFCARE_crude_prevalence,74.95923120764007,Ridge
SHUTUTILITY_age-adjusted_prevalence,-127.61126841467214,Ridge
SHUTUTILITY_crude_prevalence,-40.22457424386411,Ridge
SLEEP_age-adjusted_prevalence,86.88509275006552,Ridge
SLEEP_crude_prevalence,93.03768940550393,Ridge
STROKE_age-adjusted_prevalence,-16.472751086000585,Ridge
STROKE_crude_prevalence,-7.848448982343271,Ridge
VISION_age-adjusted_prevalence,62.61051710055881,Ridge
VISION_crude_prevalence,86.91669472023516,Ridge
AVG_MA_Enrollments_2023_FY,18494.750461286163,Lasso
AVG_MC_Enrollees,314.79094909655987,Lasso
AREA_SQMI,-1611.1128885798864,Lasso
E_TOTPOP,1030.7048335449088,Lasso
M_TOTPOP,0.0,Lasso
E_HU,-271.3079603402166,Lasso
M_HU,1928.5386952966448,Lasso
E_HH,-837.7057996835108,Lasso
M_HH,-1784.1367259013427,Lasso
E_POV150,882.8612965299475,Lasso
M_POV150,18.471072096079048,Lasso
E_UNEMP,1200.0327876655044,Lasso
M_UNEMP,63.580417669469085,Lasso
E_HBURD,-939.8867484061591,Lasso
M_HBURD,481.4968685151316,Lasso
E_NOHSDP,-990.9333818251341,Lasso
M_NOHSDP,346.6106722853511,Lasso
E_UNINSUR,366.6227979794129,Lasso
M_UNINSUR,48.67589088815706,Lasso
E_AGE65,-674.8593205505307,Lasso
M_AGE65,-1012.1062366225225,Lasso
E_AGE17,840.6089139429073,Lasso
M_AGE17,71.69488213680673,Lasso
E_DISABL,-1014.8534728285974,Lasso
M_DISABL,-867.1441999389189,Lasso
E_SNGPNT,1578.1300088817852,Lasso
M_SNGPNT,365.43291871134176,Lasso
E_LIMENG,50.1544697861668,Lasso
M_LIMENG,-284.89100655859227,Lasso
E_MINRTY,841.6529648427822,Lasso
M_MINRTY,183.79680523900262,Lasso
