Feature,Coefficient,Model
EP_MINRTY,22.909334828853723,Linear
MP_MINRTY,-388.98777126503353,Linear
EP_MUNIT,219.51634824248163,Linear
MP_MUNIT,81.57403205857221,Linear
EP_MOBILE,-88.38871361302118,Linear
MP_MOBILE,-64.14314308680781,Linear
EP_CROWD,-125.6745701153251,Linear
MP_CROWD,-154.934361881805,Linear
EP_NOVEH,40.06173226177023,Linear
MP_NOVEH,-12.543286086059085,Linear
EP_GROUPQ,64.69090729478603,Linear
MP_GROUPQ,16.376810373385812,Linear
EPL_POV150,-63.86906248461238,Linear
EPL_UNEMP,-183.7307704490574,Linear
EPL_HBURD,121.63507708077837,Linear
EPL_NOHSDP,-38.26852389897413,Linear
EPL_UNINSUR,18.14876570279546,Linear
SPL_THEME1,-52.10758405934635,Linear
RPL_THEME1,-66.52594883211003,Linear
EPL_AGE65,-180.63023854801153,Linear
EPL_AGE17,63.125228664151955,Linear
EPL_DISABL,-53.04566826373728,Linear
EPL_SNGPNT,73.4460179385145,Linear
EPL_LIMENG,-55.68350171232113,Linear
SPL_THEME2,-56.62327223935809,Linear
RPL_THEME2,-59.86241858690143,Linear
EPL_MINRTY,40.4185447927897,Linear
SPL_THEME3,40.4185447927897,Linear
RPL_THEME3,40.4185447927897,Linear
EPL_MUNIT,101.06500114018604,Linear
EPL_MOBILE,-92.04564655929573,Linear
EPL_CROWD,-138.2144664674903,Linear
EPL_NOVEH,154.6331873074382,Linear
EPL_GROUPQ,308.52469034867863,Linear
SPL_THEME4,148.9862294592378,Linear
RPL_THEME4,117.99140628418382,Linear
SPL_THEMES,5.248573462296699,Linear
RPL_THEMES,-8.201342519204086,Linear
F_POV150,97.68883074863145,Linear
F_UNEMP,-239.48118857916373,Linear
F_HBURD,21.606023138897037,Linear
F_NOHSDP,-22.752662120016225,Linear
F_UNINSUR,-5.614034425308156,Linear
F_THEME1,-50.3672166823377,Linear
F_AGE65,-163.27862926463186,Linear
F_AGE17,-39.09859953481126,Linear
F_DISABL,-143.62888035618448,Linear
F_SNGPNT,111.37731508316271,Linear
F_LIMENG,-92.93250270805342,Linear
F_THEME2,-148.00986270471495,Linear
F_MINRTY,-108.54667614037135,Linear
F_THEME3,-108.54667614037135,Linear
F_MUNIT,171.28789690232847,Linear
F_MOBILE,-5.614034425308156,Linear
F_CROWD,-5.614034425308156,Linear
F_NOVEH,-129.11231303606473,Linear
F_GROUPQ,-108.54667614037135,Linear
F_THEME4,-50.29555556787413,Linear
F_TOTAL,-104.17822415259842,Linear
E_DAYPOP,258.1978606984699,Linear
E_NOINT,222.06158510300327,Linear
M_NOINT,211.8244856040094,Linear
E_AFAM,134.768874813354,Linear
M_AFAM,403.04193609239314,Linear
E_HISP,113.64035734929541,Linear
M_HISP,-62.61260274222451,Linear
E_ASIAN,149.55610305404494,Linear
M_ASIAN,105.53373908392687,Linear
E_AIAN,199.95573437883087,Linear
M_AIAN,269.10886926863094,Linear
E_NHPI,-53.04465112347269,Linear
M_NHPI,-51.794790110473116,Linear
E_TWOMORE,220.4862779973903,Linear
M_TWOMORE,226.82829991036579,Linear
E_OTHERRACE,307.03681583814625,Linear
M_OTHERRACE,137.15187946189735,Linear
EP_NOINT,-32.11483980875135,Linear
MP_NOINT,-38.75324205958046,Linear
EP_AFAM,24.650690925073764,Linear
MP_AFAM,138.55205080322216,Linear
EP_HISP,-30.923417427536766,Linear
MP_HISP,-62.61260274222451,Linear
EP_ASIAN,50.66933033762651,Linear
MP_ASIAN,-6.8156954419497415,Linear
EP_AIAN,19.000488331413777,Linear
MP_AIAN,-93.16424401767334,Linear
EP_NHPI,-23.97082333452363,Linear
MP_NHPI,-10.164565625081586,Linear
EP_TWOMORE,188.55210254762537,Linear
MP_TWOMORE,28.73585965703411,Linear
EP_OTHERRACE,-6.448163597557305,Linear
MP_OTHERRACE,-267.14039021098006,Linear
RUCC_2013,-192.6357020969052,Linear
UIC_2013,-109.81534293998503,Linear
HPSA_PrimaryCare_2023,389.4027619239259,Linear
HPSA_Dental_2023,276.76583778266365,Linear
HPSA_Mental_2023,194.5733051200044,Linear
MDs_All_2021,118.26373313654967,Linear
MDs_PrimaryCare_perCap_2021,197.53396451285352,Linear
MDs_FamilyMed_2021,86.46753597158938,Linear
MDs_InternalMed_2021,252.45971092702317,Linear
MDs_Pediatrics_2021,38.5981474689456,Linear
Age_Group_Less_than_1_year,174.36219174983265,Linear
Age_Group_or_more_years,452.3772590446826,Linear
Age_Group_years,387.14897100716985,Linear
Payer_Court/Law_Enforcement,427.78609364461045,Linear
"Payer_Discharged,_transferred_to_acute_facility",-81.47044794982031,Linear
"Payer_Discharged,_transferred_to_facility_that_provides_nursing,_custodial,_or_supportive_care",487.4012759672247,Linear
"Payer_Discharged,_transferred_to_long_term_acute_care_facility_(LTAC)",455.82194294877786,Linear
"Payer_Discharged,_transferred_to_psychiatric_facility",389.0690897046672,Linear
"Payer_Discharged,_transferred_to_rehab_facility",350.42941456816635,Linear
Payer_Expired,267.5019033710376,Linear
Payer_GA,311.9022285337698,Linear
Payer_Hospice,234.05314649266137,Linear
Payer_Left_against_medical_advice,338.14784990150974,Linear
Payer_Medicaid,342.7920462121851,Linear
Payer_Medicare,375.9222505464873,Linear
Payer_Other,180.05119501557053,Linear
Payer_Other_government,102.85925727909128,Linear
Payer_Other/Unknown,87.05367839589589,Linear
"Payer_Patient_Disposition_Home,_self,_or_outpatient_care",378.550288738317,Linear
Payer_Patient_Residence_State_NC,403.0778250516412,Linear
Payer_SC,192.95138404850675,Linear
Payer_TN,2.0629330575402895,Linear
Payer_Total_Number_of_Visits,-163.27862926463186,Linear
Payer_Uninsured,328.6149534506262,Linear
Payer_Unknown,205.55840856908867,Linear
Payer_VA,-268.1352330582153,Linear
Point_of_Origin_Court/law_enforcement,31.13551494294971,Linear
Point_of_Origin_Information_not_available,-40.86030252063766,Linear
Point_of_Origin_Newborn,0.0,Linear
"Point_of_Origin_Transfer_from_a_SNF,_ICF,_ALF",74.10377769616464,Linear
Point_of_Origin_Transfer_from_a_hospital_or_other_health_care_facility,-52.29769647177456,Linear
Point_of_Origin_s_office,140.87538228457498,Linear
Race_African_American,325.96383635693576,Linear
Race_American_Indian,481.5728460022702,Linear
Race_Asian/Pacific_Islander,307.24623802710477,Linear
Race_Caucasian,312.1321184033942,Linear
Race_Ethnicity_Hispanic,174.69131887824918,Linear
Race_Ethnicity_Non_Hispanic,0.0,Linear
Race_Non_Hispanic,395.4790848349428,Linear
Race_Other_Race,234.93613718865157,Linear
Race_Unavailable,530.4247670158519,Linear
Race_Unknown,501.8950599527852,Linear
ACCESS2_age-adjusted_prevalence,-57.346591055885284,Linear
ACCESS2_crude_prevalence,69.60557510639781,Linear
BINGE_age-adjusted_prevalence,-23.13245480206212,Linear
BINGE_crude_prevalence,90.9390812502931,Linear
BPMED_age-adjusted_prevalence,-83.95353988978563,Linear
BPMED_crude_prevalence,-193.9050457291651,Linear
CANCER_age-adjusted_prevalence,-11.7051065817532,Linear
CANCER_crude_prevalence,-126.97821285662022,Linear
CASTHMA_age-adjusted_prevalence,7.483715684914164,Linear
CASTHMA_crude_prevalence,-8.982594051314715,Linear
CHD_age-adjusted_prevalence,-135.2506656823057,Linear
CHD_crude_prevalence,-205.6566130483154,Linear
CHECKUP_age-adjusted_prevalence,34.601760304356546,Linear
CHECKUP_crude_prevalence,-132.64901442528287,Linear
CHOLSCREEN_age-adjusted_prevalence,95.09359314693874,Linear
CHOLSCREEN_crude_prevalence,-67.13775317724257,Linear
COGNITION_age-adjusted_prevalence,-12.154325170392488,Linear
COGNITION_crude_prevalence,10.32252316394742,Linear
COLON_SCREEN_age-adjusted_prevalence,60.906428260051705,Linear
COLON_SCREEN_crude_prevalence,-26.01058710674931,Linear
CSMOKING_age-adjusted_prevalence,15.299440803141021,Linear
CSMOKING_crude_prevalence,-16.397861317450985,Linear
DENTAL_age-adjusted_prevalence,4.810417927520471,Linear
DENTAL_crude_prevalence,13.1351705840297,Linear
DIABETES_age-adjusted_prevalence,-34.091917592787595,Linear
DIABETES_crude_prevalence,-130.62455555592408,Linear
DISABILITY_age-adjusted_prevalence,-17.665315661132826,Linear
DISABILITY_crude_prevalence,-85.80746780902926,Linear
EMOTIONSPT_age-adjusted_prevalence,-90.81090718412975,Linear
EMOTIONSPT_crude_prevalence,-72.24830604073621,Linear
FOODINSECU_age-adjusted_prevalence,-60.34122248549462,Linear
FOODINSECU_crude_prevalence,-61.43067987921729,Linear
FOODSTAMP_age-adjusted_prevalence,-56.11399281469549,Linear
FOODSTAMP_crude_prevalence,-55.134668881368356,Linear
GHLTH_age-adjusted_prevalence,-24.101153016468896,Linear
GHLTH_crude_prevalence,-71.63834012848498,Linear
HEARING_age-adjusted_prevalence,-137.36903893353067,Linear
HEARING_crude_prevalence,-214.68714372156734,Linear
HOUSINSECU_age-adjusted_prevalence,-59.186400062066014,Linear
HOUSINSECU_crude_prevalence,-34.59072259762472,Linear
INDEPLIVE_age-adjusted_prevalence,-33.436578829677714,Linear
INDEPLIVE_crude_prevalence,-68.37469011435884,Linear
ISOLATION_age-adjusted_prevalence,-67.06116734281262,Linear
ISOLATION_crude_prevalence,25.569520272317252,Linear
LACKTRPT_age-adjusted_prevalence,-68.21087684862871,Linear
LACKTRPT_crude_prevalence,-54.105940442704615,Linear
LPA_age-adjusted_prevalence,-24.8710918878912,Linear
LPA_crude_prevalence,-73.49850802829572,Linear
MAMMOUSE_age-adjusted_prevalence,80.43851197110142,Linear
MAMMOUSE_crude_prevalence,36.79553690889989,Linear
MHLTH_age-adjusted_prevalence,-19.162244444402333,Linear
MHLTH_crude_prevalence,63.8114191933269,Linear
MOBILITY_age-adjusted_prevalence,-48.86118675387642,Linear
MOBILITY_crude_prevalence,-120.91703262538658,Linear
OBESITY_age-adjusted_prevalence,138.7491207666323,Linear
OBESITY_crude_prevalence,127.31362987011381,Linear
PHLTH_age-adjusted_prevalence,-40.29667069527003,Linear
PHLTH_crude_prevalence,-117.49632360904047,Linear
SELFCARE_age-adjusted_prevalence,-42.475525478140014,Linear
SELFCARE_crude_prevalence,-82.72770836930039,Linear
SHUTUTILITY_age-adjusted_prevalence,-53.09122582334789,Linear
SHUTUTILITY_crude_prevalence,-29.807927764141148,Linear
SLEEP_age-adjusted_prevalence,58.41764036822513,Linear
SLEEP_crude_prevalence,71.85388922192931,Linear
STROKE_age-adjusted_prevalence,-78.45613272601514,Linear
STROKE_crude_prevalence,-144.78645662907957,Linear
VISION_age-adjusted_prevalence,-42.42399087434843,Linear
VISION_crude_prevalence,-79.10133528477107,Linear
AVG_MA_Enrollments_2023_FY,171.69177254435283,Ridge
AVG_MC_Enrollees,150.74787587622183,Ridge
AREA_SQMI,-280.8120110973337,Ridge
E_TOTPOP,227.2523393076287,Ridge
M_TOTPOP,0.0,Ridge
E_HU,160.7211826089865,Ridge
M_HU,220.45527070596955,Ridge
E_HH,227.48271616044445,Ridge
M_HH,56.852512677444935,Ridge
E_POV150,179.07759199481157,Ridge
M_POV150,265.6941312899419,Ridge
E_UNEMP,176.99559935586734,Ridge
M_UNEMP,267.9378784713748,Ridge
E_HBURD,247.15268237793887,Ridge
M_HBURD,226.3394004848118,Ridge
E_NOHSDP,214.52413117154495,Ridge
M_NOHSDP,369.6597617727343,Ridge
E_UNINSUR,251.79414112283763,Ridge
M_UNINSUR,250.88354875537976,Ridge
E_AGE65,171.68272759718718,Ridge
M_AGE65,85.70789568756538,Ridge
E_AGE17,220.5707707563946,Ridge
M_AGE17,157.48368892253205,Ridge
E_DISABL,214.5073168453936,Ridge
M_DISABL,294.86145867882743,Ridge
E_SNGPNT,160.81328708900952,Ridge
M_SNGPNT,244.53863167959997,Ridge
E_LIMENG,42.77262198165998,Ridge
M_LIMENG,206.54588900719898,Ridge
E_MINRTY,157.861341480267,Ridge
M_MINRTY,2.9005303111594003,Ridge
E_MUNIT,271.82930761126346,Ridge
M_MUNIT,229.79188177218674,Ridge
E_MOBILE,-97.33366286850561,Ridge
M_MOBILE,-36.36857404627497,Ridge
E_CROWD,36.936695990905775,Ridge
M_CROWD,179.9711072771422,Ridge
E_NOVEH,222.0835371993026,Ridge
M_NOVEH,294.61526875331424,Ridge
E_GROUPQ,227.49084596478693,Ridge
M_GROUPQ,106.19612285092889,Ridge
EP_POV150,-1.5200849922809425,Ridge
MP_POV150,-57.485880529277765,Ridge
EP_UNEMP,-189.91770980136025,Ridge
MP_UNEMP,-77.25670528437142,Ridge
EP_HBURD,103.66878693420453,Ridge
MP_HBURD,-87.61099835867333,Ridge
EP_NOHSDP,-14.784350482017544,Ridge
MP_NOHSDP,-9.82429053303128,Ridge
EP_UNINSUR,7.628206759738443,Ridge
MP_UNINSUR,-120.2901623129347,Ridge
EP_AGE65,-168.58693642046046,Ridge
MP_AGE65,13.091246895858141,Ridge
EP_AGE17,91.4140138490271,Ridge
MP_AGE17,110.78295882493735,Ridge
EP_DISABL,-18.979483441046114,Ridge
MP_DISABL,-44.86259348938978,Ridge
EP_SNGPNT,104.59282188386794,Ridge
MP_SNGPNT,-27.126896493390163,Ridge
EP_LIMENG,-31.89700199807121,Ridge
MP_LIMENG,-40.86683646416806,Ridge
EP_MINRTY,22.9085673799556,Ridge
MP_MINRTY,-388.9823357087937,Ridge
EP_MUNIT,219.51613927506187,Ridge
MP_MUNIT,81.57370510074284,Ridge
EP_MOBILE,-88.38919558993305,Ridge
MP_MOBILE,-64.1438528250115,Ridge
EP_CROWD,-125.67248224180865,Ridge
MP_CROWD,-154.93361545863917,Ridge
EP_NOVEH,40.06128716480006,Ridge
MP_NOVEH,-12.544181311963577,Ridge
EP_GROUPQ,64.69002782769518,Ridge
MP_GROUPQ,16.37636739787455,Ridge
EPL_POV150,-63.8665697180852,Ridge
EPL_UNEMP,-183.72987013603222,Ridge
EPL_HBURD,121.63505093778952,Ridge
EPL_NOHSDP,-38.26804185546243,Ridge
EPL_UNINSUR,18.147610508697937,Ridge
SPL_THEME1,-52.10672791929015,Ridge
RPL_THEME1,-66.52470147850221,Ridge
EPL_AGE65,-180.62968263987986,Ridge
EPL_AGE17,63.12396665228937,Ridge
EPL_DISABL,-53.04583336504385,Ridge
EPL_SNGPNT,73.44531633805377,Ridge
EPL_LIMENG,-55.68081563781086,Ridge
SPL_THEME2,-56.62278633827407,Ridge
RPL_THEME2,-59.86099798687141,Ridge
EPL_MINRTY,40.417483204424485,Ridge
SPL_THEME3,40.417483204424485,Ridge
RPL_THEME3,40.417483204424485,Ridge
EPL_MUNIT,101.06515301972777,Ridge
EPL_MOBILE,-92.04547467737193,Ridge
EPL_CROWD,-138.21238712483165,Ridge
EPL_NOVEH,154.6330968024374,Ridge
EPL_GROUPQ,308.52100100951174,Ridge
SPL_THEME4,148.98577158788788,Ridge
RPL_THEME4,117.9911941284214,Ridge
SPL_THEMES,5.248848271537554,Ridge
RPL_THEMES,-8.200759657131556,Ridge
F_POV150,97.68539958958175,Ridge
F_UNEMP,-239.4771859347356,Ridge
F_HBURD,21.607492683458204,Ridge
F_NOHSDP,-22.754876208047193,Ridge
F_UNINSUR,-5.615662863107163,Ridge
F_THEME1,-50.36764191551618,Ridge
F_AGE65,-163.27781127842377,Ridge
F_AGE17,-39.09817513474754,Ridge
F_DISABL,-143.62685699227893,Ridge
F_SNGPNT,111.37305763389021,Ridge
F_LIMENG,-92.92956461033395,Ridge
F_THEME2,-148.00859105585116,Ridge
F_MINRTY,-108.54464020668578,Ridge
F_THEME3,-108.54464020668578,Ridge
F_MUNIT,171.28905800029665,Ridge
F_MOBILE,-5.615662863107163,Ridge
F_CROWD,-5.615662863107163,Ridge
F_NOVEH,-129.11012153077309,Ridge
F_GROUPQ,-108.54464020668578,Ridge
F_THEME4,-50.29435843704622,Ridge
F_TOTAL,-104.17725022482055,Ridge
E_DAYPOP,258.1980501374731,Ridge
E_NOINT,222.0614963716941,Ridge
M_NOINT,211.82391372905175,Ridge
E_AFAM,134.76970223658446,Ridge
M_AFAM,403.0389736616057,Ridge
E_HISP,113.6423473716888,Ridge
M_HISP,-62.612981847650104,Ridge
E_ASIAN,149.55785758398758,Ridge
M_ASIAN,105.53548948131629,Ridge
E_AIAN,199.95367143314513,Ridge
M_AIAN,269.10587301845663,Ridge
E_NHPI,-53.04294531439548,Ridge
M_NHPI,-51.792765472889045,Ridge
E_TWOMORE,220.48689901598402,Ridge
M_TWOMORE,226.8275305558166,Ridge
E_OTHERRACE,307.03547031234416,Ridge
M_OTHERRACE,137.1520026384947,Ridge
EP_NOINT,-32.11609568926397,Ridge
MP_NOINT,-38.75479819988567,Ridge
EP_AFAM,24.650016397466516,Ridge
MP_AFAM,138.54831616486305,Ridge
EP_HISP,-30.92348344178249,Ridge
MP_HISP,-62.612981847650104,Ridge
EP_ASIAN,50.67047100982833,Ridge
MP_ASIAN,-6.817340637974288,Ridge
EP_AIAN,19.0003181084666,Ridge
MP_AIAN,-93.1644656066871,Ridge
EP_NHPI,-23.971404270768204,Ridge
MP_NHPI,-10.165875103072427,Ridge
EP_TWOMORE,188.55007237381983,Ridge
MP_TWOMORE,28.7339914619202,Ridge
EP_OTHERRACE,-6.448477534520933,Ridge
MP_OTHERRACE,-267.1386696690034,Ridge
RUCC_2013,-192.63472563484933,Ridge
UIC_2013,-109.8165549797236,Ridge
HPSA_PrimaryCare_2023,389.39849539252344,Ridge
HPSA_Dental_2023,276.76366685916065,Ridge
HPSA_Mental_2023,194.57350873956108,Ridge
MDs_All_2021,118.26544926126195,Ridge
MDs_PrimaryCare_perCap_2021,197.5350667343854,Ridge
MDs_FamilyMed_2021,86.4696694367994,Ridge
MDs_InternalMed_2021,252.46000937164618,Ridge
MDs_Pediatrics_2021,38.60096604805083,Ridge
Age_Group_Less_than_1_year,174.36231893429846,Ridge
Age_Group_or_more_years,452.3738597883499,Ridge
Age_Group_years,387.1468727062727,Ridge
Payer_Court/Law_Enforcement,427.78435490651987,Ridge
"Payer_Discharged,_transferred_to_acute_facility",-81.47160385463344,Ridge
"Payer_Discharged,_transferred_to_facility_that_provides_nursing,_custodial,_or_supportive_care",487.3984395023083,Ridge
"Payer_Discharged,_transferred_to_long_term_acute_care_facility_(LTAC)",455.81731221396836,Ridge
"Payer_Discharged,_transferred_to_psychiatric_facility",389.06558896013496,Ridge
"Payer_Discharged,_transferred_to_rehab_facility",350.4276561844957,Ridge
Payer_Expired,267.49897120221624,Ridge
Payer_GA,311.9009185554935,Ridge
Payer_Hospice,234.05022095741637,Ridge
Payer_Left_against_medical_advice,338.1450811539314,Ridge
Payer_Medicaid,342.7894613765281,Ridge
Payer_Medicare,375.9202027999338,Ridge
Payer_Other,180.0514420975743,Ridge
Payer_Other_government,102.86041138272743,Ridge
Payer_Other/Unknown,87.05031037271425,Ridge
"Payer_Patient_Disposition_Home,_self,_or_outpatient_care",378.54831202207504,Ridge
Payer_Patient_Residence_State_NC,403.0755004702834,Ridge
Payer_SC,192.95068564874597,Ridge
Payer_TN,2.0654131650273655,Ridge
Payer_Total_Number_of_Visits,-163.27781127842377,Ridge
Payer_Uninsured,328.6141289341981,Ridge
Payer_Unknown,205.5552809738276,Ridge
Payer_VA,-268.1323029848639,Ridge
Point_of_Origin_Court/law_enforcement,31.137888569220888,Ridge
Point_of_Origin_Information_not_available,-40.858860711665,Ridge
Point_of_Origin_Newborn,0.0,Ridge
"Point_of_Origin_Transfer_from_a_SNF,_ICF,_ALF",74.10334875758039,Ridge
Point_of_Origin_Transfer_from_a_hospital_or_other_health_care_facility,-52.29870248278062,Ridge
Point_of_Origin_s_office,140.87761538983943,Ridge
Race_African_American,325.9616690307865,Ridge
Race_American_Indian,481.56648179260833,Ridge
Race_Asian/Pacific_Islander,307.2423269231249,Ridge
Race_Caucasian,312.1306109114762,Ridge
Race_Ethnicity_Hispanic,174.6930260246425,Ridge
Race_Ethnicity_Non_Hispanic,0.0,Ridge
Race_Non_Hispanic,395.47673280543546,Ridge
Race_Other_Race,234.93625929164062,Ridge
Race_Unavailable,530.4208847921861,Ridge
Race_Unknown,501.890170174222,Ridge
ACCESS2_age-adjusted_prevalence,-57.3462228648699,Ridge
ACCESS2_crude_prevalence,69.60372636962627,Ridge
BINGE_age-adjusted_prevalence,-23.131482696782314,Ridge
BINGE_crude_prevalence,90.94000549297246,Ridge
BPMED_age-adjusted_prevalence,-83.95217718725692,Ridge
BPMED_crude_prevalence,-193.90426109120813,Ridge
CANCER_age-adjusted_prevalence,-11.704150852040755,Ridge
CANCER_crude_prevalence,-126.97797830076009,Ridge
CASTHMA_age-adjusted_prevalence,7.482650898935788,Ridge
CASTHMA_crude_prevalence,-8.982761003005777,Ridge
CHD_age-adjusted_prevalence,-135.24870023975993,Ridge
CHD_crude_prevalence,-205.65556722242806,Ridge
CHECKUP_age-adjusted_prevalence,34.602485530253716,Ridge
CHECKUP_crude_prevalence,-132.64841564412004,Ridge
CHOLSCREEN_age-adjusted_prevalence,95.0927417156364,Ridge
CHOLSCREEN_crude_prevalence,-67.13879484914182,Ridge
COGNITION_age-adjusted_prevalence,-12.154991945274872,Ridge
COGNITION_crude_prevalence,10.322250452502686,Ridge
COLON_SCREEN_age-adjusted_prevalence,60.90591992272699,Ridge
COLON_SCREEN_crude_prevalence,-26.010362656037977,Ridge
CSMOKING_age-adjusted_prevalence,15.2981868951737,Ridge
CSMOKING_crude_prevalence,-16.39873079396631,Ridge
DENTAL_age-adjusted_prevalence,4.811139589239531,Ridge
DENTAL_crude_prevalence,13.13563408110332,Ridge
DIABETES_age-adjusted_prevalence,-34.09157712700633,Ridge
DIABETES_crude_prevalence,-130.62396066824869,Ridge
DISABILITY_age-adjusted_prevalence,-17.665339133451425,Ridge
DISABILITY_crude_prevalence,-85.8069621403233,Ridge
EMOTIONSPT_age-adjusted_prevalence,-90.81021280245795,Ridge
EMOTIONSPT_crude_prevalence,-72.2471563362941,Ridge
FOODINSECU_age-adjusted_prevalence,-60.34075160470775,Ridge
FOODINSECU_crude_prevalence,-61.42981141855333,Ridge
FOODSTAMP_age-adjusted_prevalence,-56.11342118195671,Ridge
FOODSTAMP_crude_prevalence,-55.13385678762532,Ridge
GHLTH_age-adjusted_prevalence,-24.101619709479877,Ridge
GHLTH_crude_prevalence,-71.63842083217739,Ridge
HEARING_age-adjusted_prevalence,-137.3674897708865,Ridge
HEARING_crude_prevalence,-214.68588663422443,Ridge
HOUSINSECU_age-adjusted_prevalence,-59.186339725681165,Ridge
HOUSINSECU_crude_prevalence,-34.59049734221941,Ridge
INDEPLIVE_age-adjusted_prevalence,-33.43673526530364,Ridge
INDEPLIVE_crude_prevalence,-68.37447442292671,Ridge
ISOLATION_age-adjusted_prevalence,-67.06027563111473,Ridge
ISOLATION_crude_prevalence,25.570762039243164,Ridge
LACKTRPT_age-adjusted_prevalence,-68.21025186843232,Ridge
LACKTRPT_crude_prevalence,-54.10484478369963,Ridge
LPA_age-adjusted_prevalence,-24.8716151226034,Ridge
LPA_crude_prevalence,-73.49875937121138,Ridge
MAMMOUSE_age-adjusted_prevalence,80.4377296708476,Ridge
MAMMOUSE_crude_prevalence,36.79492241514566,Ridge
MHLTH_age-adjusted_prevalence,-19.163063242046576,Ridge
MHLTH_crude_prevalence,63.8113094984636,Ridge
MOBILITY_age-adjusted_prevalence,-48.86107334515441,Ridge
MOBILITY_crude_prevalence,-120.91667718573936,Ridge
OBESITY_age-adjusted_prevalence,138.74696210836126,Ridge
OBESITY_crude_prevalence,127.31136510633073,Ridge
PHLTH_age-adjusted_prevalence,-40.29696964288931,Ridge
PHLTH_crude_prevalence,-117.49612416277765,Ridge
SELFCARE_age-adjusted_prevalence,-42.475421186147116,Ridge
SELFCARE_crude_prevalence,-82.72734996702752,Ridge
SHUTUTILITY_age-adjusted_prevalence,-53.09102124314916,Ridge
SHUTUTILITY_crude_prevalence,-29.807690946259385,Ridge
SLEEP_age-adjusted_prevalence,58.41560149645713,Ridge
SLEEP_crude_prevalence,71.85190520685518,Ridge
STROKE_age-adjusted_prevalence,-78.4552393791366,Ridge
STROKE_crude_prevalence,-144.78562005000097,Ridge
VISION_age-adjusted_prevalence,-42.42388917065338,Ridge
VISION_crude_prevalence,-79.10099606182354,Ridge
AVG_MA_Enrollments_2023_FY,17390.735101227623,Lasso
AVG_MC_Enrollees,4160.5515224289375,Lasso
AREA_SQMI,-6172.2562958283215,Lasso
E_TOTPOP,1365.4494262720232,Lasso
M_TOTPOP,0.0,Lasso
E_HU,-1107.93789544618,Lasso
M_HU,3499.578818343111,Lasso
E_HH,-2194.884095880026,Lasso
M_HH,-495.42952554494343,Lasso
E_POV150,1263.5894810498748,Lasso
M_POV150,98.87159908736665,Lasso
E_UNEMP,-216.9463792679983,Lasso
M_UNEMP,-876.4640967402638,Lasso
E_HBURD,695.6032369973242,Lasso
M_HBURD,550.9452432337882,Lasso
E_NOHSDP,-473.0512383846315,Lasso
M_NOHSDP,-231.98280848237118,Lasso
E_UNINSUR,528.6134662888126,Lasso
M_UNINSUR,733.9458894301607,Lasso
E_AGE65,-3683.7500662178613,Lasso
M_AGE65,4109.820242863741,Lasso
E_AGE17,342.43595771054765,Lasso
M_AGE17,185.2985458961446,Lasso
E_DISABL,-857.337193149103,Lasso
M_DISABL,175.1281389482574,Lasso
