,Total_ED
MP_NOHSDP,-0.6152954863530349
EP_AGE65,-0.6145898071657719
M_HU,0.6118331945943591
EP_AGE17,0.6111538141184022
EP_ASIAN,0.611139975328858
CHD_crude_prevalence,-0.6075836460859245
CANCER_age-adjusted_prevalence,-0.6056664165850767
MDs_All_2021,0.5964404948344671
"Payer_Discharged,_transferred_to_facility_that_provides_nursing,_custodial,_or_supportive_care",0.5964186643534042
EPL_MINRTY,0.588703157169943
SPL_THEME3,0.588703157169943
RPL_THEME3,0.588703157169943
MP_AGE17,-0.5843298206874118
Point_of_Origin_Newborn,0.5715422635684086
CANCER_crude_prevalence,-0.5683725676717692
EP_MINRTY,0.5559959893848144
Point_of_Origin_Information_not_available,0.5508962682221926
EPL_DISABL,-0.5428214646137135
MDs_FamilyMed_2021,0.5398607051399081
E_NHPI,0.5388942401102602
"Payer_Discharged,_transferred_to_rehab_facility",0.5246254293182715
EPL_LIMENG,0.5145235655412833
Payer_Unknown,0.511705884085335
COLON_SCREEN_crude_prevalence,-0.5109019769419207
Point_of_Origin_Transfer_from_a_hospital_or_other_health_care_facility,0.5103809808177865
EPL_MUNIT,0.4982547021580464
Payer_SC,0.4972235449836737
MP_CROWD,-0.4939458741342754
EP_LIMENG,0.4907682317500869
M_NHPI,0.49073083488646735
EP_DISABL,-0.4867492591179888
"Point_of_Origin_Transfer_from_a_SNF,_ICF,_ALF",0.4784483190130166
STROKE_crude_prevalence,-0.4683638106611361
EP_TWOMORE,0.46233570994493906
HEARING_age-adjusted_prevalence,-0.44763074347371146
Point_of_Origin_Court/law_enforcement,0.44677052882225265
F_TOTAL,-0.44649374921863955
E_GROUPQ,0.43641472100778794
MP_TWOMORE,-0.4332732383608581
F_THEME2,-0.4327434317181869
EP_SNGPNT,0.4286079191616303
EPL_SNGPNT,0.4271839164654967
F_AGE65,-0.4073239688236655
Race_Unavailable,0.40614788416721925
MP_AFAM,-0.404610859179778
BPMED_age-adjusted_prevalence,0.40446067270416414
BPMED_crude_prevalence,-0.4044381993739734
Race_Unknown,0.3926799431045791
EP_NOINT,-0.39082870235181233
CHECKUP_crude_prevalence,-0.3868183062608109
EP_MUNIT,0.3856884138944681
MOBILITY_crude_prevalence,-0.38402638116972904
CHECKUP_age-adjusted_prevalence,0.3822465972610264
F_THEME1,-0.3763962332885643
M_GROUPQ,0.37626811883858385
EP_UNINSUR,-0.3757096109870048
HPSA_PrimaryCare_2023,-0.3708481919319767
HPSA_Dental_2023,-0.3708481919319767
EPL_HBURD,0.36790445677436795
MP_AIAN,-0.3674066972224678
MP_NHPI,-0.36581612860889895
MP_LIMENG,0.36563586101405565
HPSA_Mental_2023,-0.364485523447624
BINGE_crude_prevalence,0.3614345661823511
DIABETES_crude_prevalence,-0.359414940775289
CHD_age-adjusted_prevalence,-0.3500502946877498
EP_HISP,0.3470897424750912
EPL_UNINSUR,-0.3469041894122558
ACCESS2_crude_prevalence,0.3457939425949212
DISABILITY_crude_prevalence,-0.3436047016071915
EP_POV150,-0.3426230663466363
F_UNINSUR,-0.33678848128793093
EPL_POV150,-0.33599195465154025
M_AGE17,-0.3228816079349494
EP_HBURD,0.3144828173812719
EMOTIONSPT_crude_prevalence,0.30614944916713926
HOUSINSECU_crude_prevalence,0.30423683798927365
Race_American_Indian,0.30416311198959184
BINGE_age-adjusted_prevalence,-0.2866898231586698
AREA_SQMI,0.2803711959291263
MP_GROUPQ,-0.2790816998317703
PHLTH_crude_prevalence,-0.27788476469367834
EPL_GROUPQ,-0.27723124192524523
M_AGE65,-0.2747466035690248
Payer_Other/Unknown,0.2649793293018012
EP_GROUPQ,-0.2635395674840754
CHOLSCREEN_age-adjusted_prevalence,0.25726855985839325
EP_NHPI,0.2532931363622937
M_AIAN,0.2517611842306017
EPL_MOBILE,-0.24806602805819494
EP_MOBILE,-0.24572393650491417
SLEEP_crude_prevalence,0.24181870952494966
EMOTIONSPT_age-adjusted_prevalence,0.22780603676271213
SELFCARE_crude_prevalence,-0.22731749953969232
SHUTUTILITY_crude_prevalence,0.22571037056196014
ACCESS2_age-adjusted_prevalence,-0.22530532969934508
EP_AIAN,-0.2238478932086935
ISOLATION_crude_prevalence,0.22252292353779032
Point_of_Origin_s_office,0.21821448835287446
F_GROUPQ,-0.2066775325689396
INDEPLIVE_crude_prevalence,-0.19753996058928588
COLON_SCREEN_age-adjusted_prevalence,-0.1974943350599121
MP_MINRTY,-0.19693962906831392
PHLTH_age-adjusted_prevalence,-0.1937225593778779
SPL_THEME1,-0.191345168991467
VISION_crude_prevalence,-0.18783099020765615
RPL_THEME1,-0.18664342890915173
MP_OTHERRACE,-0.18504012112292267
GHLTH_crude_prevalence,-0.1788457549869818
EPL_CROWD,0.17202456234929026
MP_ASIAN,-0.16782639915143074
EP_UNEMP,-0.1666544550960232
STROKE_age-adjusted_prevalence,-0.16055087158252404
DISABILITY_age-adjusted_prevalence,-0.15983422355745658
LPA_crude_prevalence,-0.159795528599763
MOBILITY_age-adjusted_prevalence,-0.15777037443209185
EPL_UNEMP,-0.15380674143113277
MHLTH_age-adjusted_prevalence,-0.1517838809068859
SELFCARE_age-adjusted_prevalence,-0.15110015026504356
SPL_THEME2,0.14992789854355174
F_CROWD,0.143649158043789
MAMMOUSE_age-adjusted_prevalence,0.14202996468836843
MP_MUNIT,-0.14103182517729076
INDEPLIVE_age-adjusted_prevalence,-0.14068651189903325
"Payer_Discharged,_transferred_to_acute_facility",0.1356582194902173
COGNITION_age-adjusted_prevalence,-0.13454598847576707
MHLTH_crude_prevalence,0.12319345105082263
F_HBURD,-0.12049957368947645
F_MUNIT,-0.12049957368947645
F_UNEMP,-0.12049957368947645
CHOLSCREEN_crude_prevalence,-0.11841173889831504
HOUSINSECU_age-adjusted_prevalence,0.1182593399233949
E_AIAN,-0.11791730150017972
CSMOKING_age-adjusted_prevalence,-0.11173654158581657
F_DISABL,-0.10990767792150019
RPL_THEME2,0.10621300119009719
EP_NOVEH,-0.10330534206023399
F_THEME4,-0.10132004808427973
F_NOHSDP,-0.09850292604010404
EP_OTHERRACE,0.09836402684637165
CASTHMA_age-adjusted_prevalence,-0.0940090927626432
SPL_THEME4,0.0910970333148107
GHLTH_age-adjusted_prevalence,-0.09103782906345644
FOODSTAMP_age-adjusted_prevalence,-0.09071189159107536
RPL_THEME4,0.08891617359087585
EP_CROWD,0.08824921655589173
OBESITY_crude_prevalence,0.0833755766285939
FOODINSECU_crude_prevalence,0.08039123999009375
EPL_NOHSDP,-0.07791909937145827
LACKTRPT_crude_prevalence,0.07232230056397833
VISION_age-adjusted_prevalence,-0.07147631048520324
EP_NOHSDP,-0.06725751253724033
SLEEP_age-adjusted_prevalence,0.06496365172609303
CASTHMA_crude_prevalence,0.0641589789804899
RPL_THEMES,0.06272734663108073
MAMMOUSE_crude_prevalence,0.06226206764594902
ISOLATION_age-adjusted_prevalence,0.04896607492196233
LPA_age-adjusted_prevalence,-0.04661060299470176
DENTAL_age-adjusted_prevalence,0.04607836647307815
SPL_THEMES,0.04586894845390341
DENTAL_crude_prevalence,-0.041358719045849784
Payer_GA,-0.04055780516949004
LACKTRPT_age-adjusted_prevalence,-0.03998848275182883
Payer_VA,0.036343693424716335
SHUTUTILITY_age-adjusted_prevalence,0.027215730039366344
Payer_TN,-0.027146159681167056
"Payer_Discharged,_transferred_to_long_term_acute_care_facility_(LTAC)",0.023429687702061733
EPL_NOVEH,-0.02225052626593967
FOODSTAMP_crude_prevalence,0.010350022961832076
CSMOKING_crude_prevalence,0.010327534934843305
FOODINSECU_age-adjusted_prevalence,-0.010074929570757278
COGNITION_crude_prevalence,0.006249952497452869
OBESITY_age-adjusted_prevalence,-0.003588295992132973
DIABETES_age-adjusted_prevalence,-0.0031853184341818284
