,Total_ED
E_ASIAN,0.8857292860139904
M_POV150,0.8807865232694021
Payer_Left_against_medical_advice,0.8799005182711884
"Payer_Discharged,_transferred_to_facility_that_provides_nursing,_custodial,_or_supportive_care",0.8725559694721178
M_NOHSDP,0.8697214877118764
Payer_Court/Law_Enforcement,0.8661582378207476
M_CROWD,0.8643899279641841
M_NOVEH,0.8563042167037178
"Payer_Discharged,_transferred_to_rehab_facility",0.8489769953843604
Payer_Other,0.8481213796463865
MDs_All_2021,0.8305144363734803
Payer_Other_government,0.8258909708416622
M_DISABL,0.8253287954161345
Race_Unavailable,0.8218953744377318
Race_Other_Race,0.8199814224728061
M_HH,0.8153054054221022
Payer_Hospice,0.813264710859611
Payer_Expired,0.8110080492326543
M_NOINT,0.8066451387272082
M_OTHERRACE,0.7922193104085273
EP_MUNIT,0.7796016530133907
M_MINRTY,0.7694750884293999
EP_ASIAN,0.7352172835960396
"Payer_Discharged,_transferred_to_acute_facility",0.7079305160718284
E_GROUPQ,0.7056325721909764
Point_of_Origin_Transfer_from_a_hospital_or_other_health_care_facility,0.700078248172611
Payer_SC,0.6650124320392724
F_MUNIT,0.6532586811576188
M_AIAN,0.6472695313495846
HEARING_crude_prevalence,-0.6080050451744977
CHD_crude_prevalence,-0.6053985719331372
"Point_of_Origin_Transfer_from_a_SNF,_ICF,_ALF",0.6051772259354566
Payer_GA,0.6021171559141455
EP_DISABL,-0.5848103086433205
"Payer_Discharged,_transferred_to_long_term_acute_care_facility_(LTAC)",0.5576421384554203
BPMED_crude_prevalence,-0.5448825251137414
EP_MOBILE,-0.5419410541415517
MP_MOBILE,-0.5331497797560465
EPL_MUNIT,0.5293366981681225
PHLTH_crude_prevalence,-0.5157393609723417
MP_POV150,-0.5131226686214384
DISABILITY_crude_prevalence,-0.5086368140637411
EPL_DISABL,-0.5054527038466644
M_MOBILE,0.5027121762648059
MOBILITY_crude_prevalence,-0.502119292756922
EPL_AGE65,-0.49701438082606414
MP_NOINT,-0.4952170567045804
EPL_MOBILE,-0.4930358961394947
STROKE_crude_prevalence,-0.4927269306970899
HEARING_age-adjusted_prevalence,-0.4904283463118381
MP_DISABL,-0.4897826392892921
EP_AGE65,-0.48715068538570977
Point_of_Origin_Court/law_enforcement,0.48494006467424855
Payer_Other/Unknown,0.4733889990475282
MP_UNINSUR,-0.4722616991751007
CHD_age-adjusted_prevalence,-0.47214980252983896
MP_HBURD,-0.4698266189415796
MP_NOHSDP,-0.4689660062499957
MP_CROWD,-0.4577934782591584
LPA_crude_prevalence,-0.4516731727418604
MP_SNGPNT,-0.44001525474915965
CHOLSCREEN_age-adjusted_prevalence,0.43536832934888814
MP_NOVEH,-0.43153826069658846
DIABETES_crude_prevalence,-0.42658900477924044
EP_NOINT,-0.426468924381179
RUCC_2013,-0.4259587804349379
MP_UNEMP,-0.41832907273512976
CSMOKING_age-adjusted_prevalence,-0.41281787317517316
MHLTH_age-adjusted_prevalence,-0.4114201308448907
GHLTH_crude_prevalence,-0.4107668149575125
BINGE_crude_prevalence,0.4100675426273501
EPL_LIMENG,0.40966771780082856
CANCER_crude_prevalence,-0.40822019596435366
PHLTH_age-adjusted_prevalence,-0.4081304404133078
E_NHPI,0.4080790171722001
EP_LIMENG,0.40443237730910664
MP_TWOMORE,-0.40339797421882273
COGNITION_age-adjusted_prevalence,-0.40128234390356965
INDEPLIVE_crude_prevalence,-0.39648090785670603
SELFCARE_crude_prevalence,-0.381933917122429
CSMOKING_crude_prevalence,-0.38005365980307737
DISABILITY_age-adjusted_prevalence,-0.3791057373257242
M_HU,0.37002515201982844
EPL_AGE17,0.3699191988719467
UIC_2013,-0.360513979789199
LPA_age-adjusted_prevalence,-0.3576676789770104
E_MOBILE,0.3513516374112957
M_NHPI,0.35116359067259184
VISION_crude_prevalence,-0.3493165716187923
INDEPLIVE_age-adjusted_prevalence,-0.34830186786207334
EP_AGE17,0.3381654735995635
MOBILITY_age-adjusted_prevalence,-0.3287136152040985
MAMMOUSE_age-adjusted_prevalence,0.3213268075228091
GHLTH_age-adjusted_prevalence,-0.3192709031369337
EPL_NOHSDP,-0.3188251620726992
CHECKUP_crude_prevalence,-0.31636967444988373
STROKE_age-adjusted_prevalence,-0.30523681214315296
EP_NOHSDP,-0.3042079086933616
EP_HISP,0.3034318811989286
DENTAL_age-adjusted_prevalence,0.30216161559813237
COGNITION_crude_prevalence,-0.30183407481102775
Payer_TN,0.2954171528532891
SELFCARE_age-adjusted_prevalence,-0.28657772477665466
CASTHMA_age-adjusted_prevalence,-0.28292537267451245
MAMMOUSE_crude_prevalence,0.26894604481989376
EPL_POV150,-0.2672318775996633
EP_POV150,-0.2663286919710937
OBESITY_crude_prevalence,-0.26497284865726506
OBESITY_age-adjusted_prevalence,-0.26391369918769203
DENTAL_crude_prevalence,0.26336564068638557
ISOLATION_age-adjusted_prevalence,-0.26265149195499643
M_AGE65,-0.26240182880385166
M_GROUPQ,0.2605208560702881
Race_Ethnicity_Non_Hispanic,0.25802735758240986
VISION_age-adjusted_prevalence,-0.25707418601933457
Race_Unknown,0.24733497182515865
RPL_THEME3,0.23564071872940748
SPL_THEME3,0.23564071872940748
EPL_MINRTY,0.23564071872940748
COLON_SCREEN_age-adjusted_prevalence,0.230088424549112
CASTHMA_crude_prevalence,-0.22733674920783847
FOODSTAMP_age-adjusted_prevalence,-0.22335941669469134
MP_ASIAN,-0.22089924263356184
Race_American_Indian,0.22073599340995703
LACKTRPT_age-adjusted_prevalence,-0.2173619988490867
EP_TWOMORE,0.21691933033776514
MP_NHPI,-0.21525261978539148
EP_MINRTY,0.21394376166860832
MP_AFAM,-0.21248787622424792
Payer_VA,0.21142246326743502
MP_AIAN,-0.2073397519641173
FOODINSECU_age-adjusted_prevalence,-0.2047450984032992
EP_OTHERRACE,0.2038496831676408
EPL_CROWD,0.20079577867293816
F_LIMENG,0.20047954613699312
MP_AGE65,-0.20044408752345924
EPL_HBURD,0.20043430325662898
MP_OTHERRACE,-0.1977809103095635
SPL_THEME1,-0.19630165928171966
MP_LIMENG,0.1907556362405612
FOODSTAMP_crude_prevalence,-0.19026027272268045
MP_AGE17,-0.18742680020913985
RPL_THEME1,-0.18724762193513672
EPL_SNGPNT,0.18704278728824356
SHUTUTILITY_age-adjusted_prevalence,-0.18432956127125813
ACCESS2_age-adjusted_prevalence,-0.17992294829283534
HOUSINSECU_age-adjusted_prevalence,-0.17946232549111424
EP_HBURD,0.17627277102508962
CHECKUP_age-adjusted_prevalence,0.17556404541151815
F_THEME1,-0.17260940992502224
AREA_SQMI,0.16914521868969867
EPL_UNEMP,-0.1685416361349221
DIABETES_age-adjusted_prevalence,-0.1666982433723602
FOODINSECU_crude_prevalence,-0.16080949914053713
MP_MINRTY,-0.15966681136829766
Point_of_Origin_s_office,0.15960245635910325
EP_SNGPNT,0.1579843557487095
F_AGE65,-0.15665084339103683
M_AGE17,-0.1553229828427541
F_MOBILE,-0.1526913424825037
F_DISABL,-0.1523260704662206
MP_GROUPQ,-0.15216747352326315
COLON_SCREEN_crude_prevalence,-0.14954601489356517
EP_UNEMP,-0.14723234141736075
EMOTIONSPT_age-adjusted_prevalence,-0.1462714869636573
EP_UNINSUR,-0.1461123320056121
EP_CROWD,0.14488707020348282
F_UNINSUR,-0.13966271038537253
EPL_UNINSUR,-0.13597158480168783
F_GROUPQ,-0.1339639894515959
LACKTRPT_crude_prevalence,-0.1332320302535178
F_UNEMP,-0.13011550258722732
MHLTH_crude_prevalence,-0.12302743232354418
M_HISP,-0.12196676250558855
EP_GROUPQ,-0.12130278175429175
BPMED_age-adjusted_prevalence,-0.11937404580315432
Point_of_Origin_Information_not_available,0.11629852413547997
F_AGE17,0.11568821858117434
F_NOHSDP,-0.11537240615410548
MP_HISP,-0.1113610842006051
F_NOVEH,-0.10461638743608065
F_THEME4,0.10286167715544871
SPL_THEME4,0.10004959845769482
SHUTUTILITY_crude_prevalence,-0.09910124159454146
F_POV150,-0.09867047615278868
RPL_THEME4,0.09633227343564583
Point_of_Origin_Newborn,0.09608438848150054
HPSA_PrimaryCare_2023,0.0912174932115408
EP_AFAM,0.08438664142732541
MP_MUNIT,-0.08290095986743123
HOUSINSECU_crude_prevalence,-0.0788865371310191
CHOLSCREEN_crude_prevalence,-0.07775537338338749
HPSA_Mental_2023,0.06673379571157889
E_AIAN,0.06663607781461467
EMOTIONSPT_crude_prevalence,-0.06345471569758834
CANCER_age-adjusted_prevalence,-0.06285279582741117
BINGE_age-adjusted_prevalence,0.060576548966275
ACCESS2_crude_prevalence,-0.060362657894188265
F_TOTAL,-0.056256939936874056
F_THEME3,-0.0525650305419409
F_MINRTY,-0.0525650305419409
SLEEP_crude_prevalence,0.050641870119580386
ISOLATION_crude_prevalence,0.0500129270059787
F_SNGPNT,-0.04672008143171113
EP_AIAN,-0.0413812530647974
Payer_Unknown,0.04022244637645157
SLEEP_age-adjusted_prevalence,-0.03886352447594391
EP_NOVEH,-0.0362798769460703
F_CROWD,-0.033762710977878606
SPL_THEMES,-0.03312559627313565
RPL_THEMES,-0.027773704755290774
EPL_GROUPQ,-0.021810209130382403
F_THEME2,-0.021019454935260577
HPSA_Dental_2023,0.020461357780116728
EPL_NOVEH,0.016723762548466956
SPL_THEME2,-0.015109833371345053
F_HBURD,-0.013051193015784049
RPL_THEME2,-0.010583146317011008
EP_NHPI,0.008506447817792867
Payer_Total_Number_of_Visits,0.002010716371533002
