,Total_ED
INDEPLIVE_crude_prevalence,-0.6106213661353789
MP_TWOMORE,-0.6070580278662933
Payer_SC,0.6067141839798947
CHD_age-adjusted_prevalence,-0.6059606353243241
EPL_DISABL,-0.6050593410473015
M_AIAN,0.6019048164620739
Payer_Court/Law_Enforcement,0.5994261772908888
Payer_TN,0.5985418772016117
CSMOKING_crude_prevalence,-0.5843661595648367
EP_DISABL,-0.5812124162883747
PHLTH_age-adjusted_prevalence,-0.5693570972955966
CSMOKING_age-adjusted_prevalence,-0.568225052889979
Payer_Other_government,0.5677565907214849
EPL_AGE65,-0.5652745822438884
MHLTH_age-adjusted_prevalence,-0.5637475292764077
M_MOBILE,0.5608255999911825
BPMED_crude_prevalence,-0.5605547240149336
COGNITION_age-adjusted_prevalence,-0.5587658804152417
MP_AFAM,-0.5586859252154336
MP_AGE65,-0.5543694694229344
HEARING_age-adjusted_prevalence,-0.553686592916902
EP_NOINT,-0.5510331929714715
EP_ASIAN,0.5504846727210084
INDEPLIVE_age-adjusted_prevalence,-0.5461567977601046
GHLTH_age-adjusted_prevalence,-0.542329749095908
MP_NOVEH,-0.5401641473800167
STROKE_age-adjusted_prevalence,-0.5399074405693811
MOBILITY_age-adjusted_prevalence,-0.5379870486394494
DENTAL_age-adjusted_prevalence,0.523171089478641
DISABILITY_age-adjusted_prevalence,-0.5227995170981928
VISION_age-adjusted_prevalence,-0.5208889387743478
F_NOVEH,-0.5168203098472136
SELFCARE_age-adjusted_prevalence,-0.516005241193104
DENTAL_crude_prevalence,0.5136272378119766
LPA_age-adjusted_prevalence,-0.5117111928320155
CASTHMA_age-adjusted_prevalence,-0.5115926634173658
EMOTIONSPT_age-adjusted_prevalence,-0.49902437514661585
EPL_NOHSDP,-0.49794211813251393
EP_NOHSDP,-0.4840675961487633
CHECKUP_crude_prevalence,-0.48332947742498555
Point_of_Origin_s_office,0.4831423917443567
Payer_Left_against_medical_advice,0.48109754922941156
CASTHMA_crude_prevalence,-0.48086183621739387
MP_LIMENG,-0.47836493864325375
EP_AGE65,-0.47435553948333015
"Payer_Discharged,_transferred_to_long_term_acute_care_facility_(LTAC)",0.46959146480278235
M_GROUPQ,0.4640777510489551
FOODINSECU_age-adjusted_prevalence,-0.4624448715048434
FOODSTAMP_age-adjusted_prevalence,-0.46081665039852304
FOODSTAMP_crude_prevalence,-0.46024430929844057
LACKTRPT_age-adjusted_prevalence,-0.4590610041074204
DIABETES_age-adjusted_prevalence,-0.45730042090274
F_DISABL,-0.4534408550835057
HOUSINSECU_age-adjusted_prevalence,-0.45126398269011814
COLON_SCREEN_age-adjusted_prevalence,0.4512553958434961
EP_UNEMP,-0.45081468552509824
CHOLSCREEN_age-adjusted_prevalence,0.44989990753911374
SHUTUTILITY_age-adjusted_prevalence,-0.44732610269357415
FOODINSECU_crude_prevalence,-0.44274963678861984
MP_AIAN,-0.4371851455999735
E_GROUPQ,0.43288477533557246
BPMED_age-adjusted_prevalence,-0.4309901453040634
COGNITION_crude_prevalence,-0.4282726594983433
CANCER_age-adjusted_prevalence,0.4205502064029191
EMOTIONSPT_crude_prevalence,-0.42000927697249013
MP_CROWD,-0.4186581965948634
ISOLATION_age-adjusted_prevalence,-0.41822785167000975
EPL_UNEMP,-0.41579325904904046
F_UNEMP,-0.41520813734444595
SPL_THEME2,-0.4131041655450963
MP_NHPI,-0.41012859736263524
Race_American_Indian,0.40826299393843873
ACCESS2_age-adjusted_prevalence,-0.4077122180635192
RPL_THEME2,-0.40566073177993234
M_AGE65,0.3973850535610424
BINGE_age-adjusted_prevalence,0.39721914040586925
Payer_Expired,0.39383452712667144
SHUTUTILITY_crude_prevalence,-0.390599798048018
EP_AFAM,-0.39001006576525865
E_MOBILE,0.3863199005294187
SLEEP_age-adjusted_prevalence,-0.37940449104437496
OBESITY_crude_prevalence,-0.37788686997021953
EPL_POV150,-0.3753277725501369
HOUSINSECU_crude_prevalence,-0.374780801940322
LACKTRPT_crude_prevalence,-0.3677915403572073
SPL_THEME1,-0.3665374511353638
RPL_THEME1,-0.36262024632402473
F_TOTAL,-0.35759805753266266
EP_POV150,-0.35640546545227003
F_THEME3,-0.3469531574683983
F_MINRTY,-0.3469531574683983
M_NHPI,0.34345811179424723
EP_TWOMORE,0.341666357052621
MAMMOUSE_age-adjusted_prevalence,0.33699935628691235
SLEEP_crude_prevalence,-0.33510257413751615
EPL_LIMENG,0.33388577375078915
EP_MINRTY,-0.3329486986162704
EP_NOVEH,-0.33062016408063627
OBESITY_age-adjusted_prevalence,-0.3241007435217254
"Point_of_Origin_Transfer_from_a_SNF,_ICF,_ALF",0.32214608023578334
MP_MUNIT,0.31440716234470983
F_THEME2,-0.31363885920799395
MP_GROUPQ,-0.30116993607681525
F_THEME1,-0.2982417132098769
SPL_THEME3,-0.29497694061252255
RPL_THEME3,-0.29497694061252255
EPL_MINRTY,-0.29497694061252255
SPL_THEMES,-0.2940830804332131
RPL_THEMES,-0.2934692785080705
F_SNGPNT,-0.2932166392346726
MP_AGE17,-0.29200748866076787
EP_OTHERRACE,0.2879240604326614
Payer_Hospice,0.27568340903774935
E_NHPI,0.2751308183735159
F_NOHSDP,-0.27040918359410054
MP_MINRTY,-0.2681977165549327
F_POV150,-0.2576792416761194
ACCESS2_crude_prevalence,-0.25376314763146796
CHOLSCREEN_crude_prevalence,-0.24883128882670222
CANCER_crude_prevalence,-0.23275544958059396
MP_HISP,-0.23198442310859219
M_HISP,-0.231984423108592
MAMMOUSE_crude_prevalence,0.22894634047403695
EPL_SNGPNT,-0.2195626175465557
EP_SNGPNT,-0.21881584659407152
E_AIAN,0.21127845681151222
HPSA_PrimaryCare_2023,0.20215589936081602
EPL_GROUPQ,0.1977206435700853
HPSA_Mental_2023,0.18880924778619754
F_THEME4,-0.18726129412762418
F_GROUPQ,-0.18570917290703085
F_AGE17,0.18048887638168062
M_AGE17,-0.17877720295925703
EP_AIAN,-0.171523530727509
EPL_NOVEH,-0.16040953400619232
EP_HISP,0.16014870157815886
Point_of_Origin_Court/law_enforcement,0.15607345307488607
COLON_SCREEN_crude_prevalence,0.15012558562298411
Payer_Unknown,0.14969119197861663
Payer_Other/Unknown,0.14761665895214418
"Payer_Discharged,_transferred_to_acute_facility",-0.14073030005163725
MP_OTHERRACE,-0.1395119520719187
EP_LIMENG,0.13237590624338763
EP_NHPI,-0.128139968014668
MHLTH_crude_prevalence,-0.12650687793630866
EPL_AGE17,0.12597051697363434
EP_AGE17,0.12297941465585988
CHECKUP_age-adjusted_prevalence,-0.11860411934401036
Point_of_Origin_Information_not_available,0.1137720511096013
Point_of_Origin_Transfer_from_a_hospital_or_other_health_care_facility,-0.11310886041312485
F_HBURD,0.11165691532699508
F_UNINSUR,-0.10431600191445588
F_MOBILE,-0.10431600191445588
F_CROWD,-0.10431600191445588
EP_CROWD,0.09306428388988254
EPL_CROWD,0.08709226409801317
EP_UNINSUR,0.08559029814362624
SPL_THEME4,0.08198001148989073
RPL_THEME4,0.06015211493138432
EPL_UNINSUR,0.053258486555627836
Payer_Total_Number_of_Visits,0.05240200460769354
F_AGE65,0.05240200460769353
AREA_SQMI,-0.049839117815537064
EPL_HBURD,0.04978414005202314
HPSA_Dental_2023,0.03625136827714164
MP_ASIAN,-0.028226033051898716
F_LIMENG,0.02338873175220184
ISOLATION_crude_prevalence,-0.019447625010602317
EP_GROUPQ,0.007105683816612055
EP_HBURD,0.004773708241387359
Payer_VA,0.004195139303433143
